Soc;Annee;Mois;qqt_achetee
005;2008;04;182
005;2008;04;26
005;2008;04;237
005;2008;04;147
005;2008;04;0
005;2008;04;56
005;2008;04;36
005;2008;04;220
005;2008;04;100
005;2008;04;122
005;2008;04;207
005;2008;04;230
005;2008;04;164
005;2008;04;179
005;2008;04;183
005;2008;04;118
005;2008;04;186
005;2008;04;86
005;2008;04;198
005;2008;04;160
005;2008;04;50
005;2008;04;38
005;2008;04;58
005;2008;04;33
005;2008;04;237
005;2008;04;137
005;2008;04;227
005;2008;04;26
005;2008;05;56
005;2008;05;131
005;2008;05;49
005;2008;05;91
005;2008;05;146
005;2008;05;241
005;2008;05;99
005;2008;05;157
005;2008;05;241
005;2008;05;52
005;2008;05;130
005;2008;05;205
005;2008;05;113
005;2008;05;40
005;2008;05;201
005;2008;05;196
005;2008;05;189
005;2008;05;144
005;2008;05;227
005;2008;05;230
005;2008;05;45
005;2008;05;83
005;2008;05;41
005;2008;05;29
005;2008;05;126
005;2008;05;13
005;2008;05;54
005;2008;05;232
005;2008;05;195
005;2008;05;195
005;2008;06;134
005;2008;06;147
005;2008;06;80
005;2008;06;124
005;2008;06;93
005;2008;06;207
005;2008;06;133
005;2008;06;119
005;2008;06;130
005;2008;06;212
005;2008;06;196
005;2008;06;135
005;2008;06;183
005;2008;06;20
005;2008;06;121
005;2008;06;88
005;2008;06;206
005;2008;06;76
005;2008;06;113
005;2008;06;17
005;2008;06;103
005;2008;06;116
005;2008;06;126
005;2008;06;183
005;2008;06;177
005;2008;06;86
005;2008;06;101
005;2008;06;99
005;2008;06;73
005;2008;06;121
005;2008;07;135
005;2008;07;68
005;2008;07;86
005;2008;07;191
005;2008;07;80
005;2008;07;103
005;2008;07;125
005;2008;07;81
005;2008;07;1
005;2008;07;149
005;2008;07;54
005;2008;07;250
005;2008;07;120
005;2008;07;246
005;2008;07;118
005;2008;07;155
005;2008;07;123
005;2008;07;233
005;2008;07;247
005;2008;07;70
005;2008;07;199
005;2008;07;128
005;2008;07;109
005;2008;07;22
005;2008;07;104
005;2008;07;123
005;2008;07;231
005;2008;07;53
005;2008;07;98
005;2008;07;136
005;2008;07;166
005;2008;08;130
005;2008;08;160
005;2008;08;179
005;2008;08;245
005;2008;08;84
005;2008;08;62
005;2008;08;190
005;2008;08;99
005;2008;08;194
005;2008;08;100
005;2008;08;171
005;2008;08;250
005;2008;08;155
005;2008;14;165
005;2008;08;63
005;2008;08;142
005;2008;08;60
005;2008;08;140
005;2008;08;209
005;2008;08;113
005;2008;08;165
005;2008;08;225
005;2008;08;175
005;2008;08;94
005;2008;08;164
005;2008;08;97
005;2008;08;104
005;2008;08;188
005;2008;08;168
005;2008;08;10
005;2008;08;96
005;2008;09;111
005;2008;09;170
005;2008;09;6
005;2008;09;5
005;2008;09;52
005;2008;09;203
005;2008;09;154
005;2008;09;208
005;2008;09;6
005;2008;09;121
005;2008;09;88
005;2008;09;111
005;2008;09;199
005;2008;09;171
005;2008;09;232
005;2008;09;110
005;2008;09;237
005;2008;09;113
005;2008;09;122
005;2008;09;208
005;2008;09;124
005;2008;09;212
005;2008;09;170
005;2008;09;77
005;2008;09;216
005;2008;09;207
005;2008;09;0
005;2008;09;39
005;2008;09;23
005;2008;09;230
005;2008;10;24
005;2008;10;239
005;2008;10;105
005;2008;10;188
005;2008;10;245
005;2008;10;182
005;2008;10;76
005;2008;10;46
005;2008;10;80
005;2008;10;20
005;2008;10;14
005;2008;10;42
005;2008;10;146
005;2008;10;3
005;2008;10;240
005;2008;10;160
005;2008;10;120
005;2008;10;193
005;2008;10;238
005;2008;10;169
005;2008;10;57
005;2008;10;85
005;2008;10;170
005;2008;10;55
005;2008;10;166
005;2008;10;71
005;2008;10;51
005;2008;10;33
005;2008;10;131
005;2008;10;96
005;2008;11;30
005;2008;11;136
005;2008;11;239
005;2008;11;137
005;2008;11;190
005;2008;11;22
005;2008;11;228
005;2008;11;92
005;2008;11;167
005;2008;11;111
005;2008;11;108
005;2008;11;139
005;2008;11;21
005;2008;11;226
005;2008;11;213
005;2008;11;47
005;2008;11;46
005;2008;11;250
005;2008;11;58
005;2008;11;39
005;2008;11;244
005;2008;11;233
005;2008;11;136
005;2008;11;128
005;2008;11;183
005;2008;11;82
005;2008;11;155
005;2008;11;21
005;2008;11;90
005;2008;12;103
005;2008;12;70
005;2008;12;139
005;2008;12;75
005;2008;12;5
005;2008;12;27
005;2008;12;196
005;2008;12;90
005;2008;12;178
005;2008;12;194
005;2008;12;108
005;2008;12;86
005;2008;12;202
005;2008;12;132
005;2008;12;187
005;2008;12;79
005;2008;12;48
005;2008;12;30
005;2008;12;232
005;2008;12;223
005;2008;12;50
005;2008;12;62
005;2008;12;108
005;2008;12;222
005;2008;12;83
005;2008;12;72
005;2008;12;198
005;2008;12;122
005;2008;12;83
005;2008;12;155
006;2008;01;123
006;2008;01;20
006;2008;01;186
006;2008;01;47
006;2008;01;50
006;2008;01;39
006;2008;01;12
006;2008;01;234
006;2008;01;45
006;2008;01;106
006;2008;01;171
006;2008;01;206
006;2008;01;240
006;2008;01;23
006;2008;01;130
006;2008;01;155
006;2008;01;193
006;2008;01;43
006;2008;01;152
006;2008;01;144
006;2008;01;151
006;2008;01;157
006;2008;01;79
006;2008;01;196
006;2008;01;109
006;2008;01;67
006;2008;01;17
006;2008;01;188
006;2008;01;242
006;2008;01;155
006;2008;01;234
006;2008;02;134
006;2008;02;186
006;2008;02;93
006;2008;02;168
006;2008;02;65
006;2008;02;205
006;2008;02;101
006;2008;02;209
006;2008;02;194
006;2008;02;185
006;2008;02;187
006;2008;02;231
006;2008;02;204
006;2008;02;43
006;2008;02;61
006;2008;02;151
006;2008;02;133
006;2008;02;11
006;2008;02;129
006;2008;02;123
006;2008;02;5
006;2008;02;126
006;2008;02;177
006;2008;02;19
006;2008;02;71
006;2008;02;179
006;2008;02;178
006;2008;02;25
006;2008;03;207
006;2008;03;48
006;2008;03;62
006;2008;03;47
006;2008;03;40
006;2008;03;24
006;2008;03;61
006;2008;03;164
006;2008;03;233
006;2008;03;136
006;2008;03;241
006;2008;03;81
006;2008;03;29
006;2008;03;98
006;2008;03;47
006;2008;03;94
006;2008;03;168
006;2008;03;20
006;2008;03;158
006;2008;03;31
006;2008;03;205
006;2008;03;208
006;2008;03;130
006;2008;03;206
006;2008;03;245
006;2008;03;6
006;2008;03;26
006;2008;03;226
006;2008;03;131
006;2008;03;210
006;2008;03;181
006;2008;04;92
006;2008;04;6
006;2008;04;205
006;2008;04;174
006;2008;04;187
006;2008;04;175
006;2008;04;12
006;2008;04;176
006;2008;04;110
006;2008;04;190
006;2008;04;242
006;2008;04;28
006;2008;04;51
006;2008;04;203
006;2008;04;65
006;2008;04;189
006;2008;04;57
006;2008;04;82
006;2008;04;59
006;2008;04;105
006;2008;04;213
006;2008;04;212
006;2008;04;180
006;2008;04;228
006;2008;04;125
006;2008;04;236
006;2008;04;220
006;2008;04;127
006;2008;04;122
006;2008;04;140
006;2008;05;105
006;2008;05;53
006;2008;05;165
006;2008;05;160
006;2008;05;33
006;2008;05;35
006;2008;05;239
006;2008;05;78
006;2008;05;50
006;2008;05;180
006;2008;05;56
006;2008;05;111
006;2008;05;87
006;2008;05;186
006;2008;05;15
006;2008;05;57
006;2008;05;95
006;2008;05;98
006;2008;05;224
006;2008;05;120
006;2008;05;227
006;2008;05;147
006;2008;05;171
006;2008;05;99
006;2008;05;206
006;2008;05;163
006;2008;05;6
006;2008;05;215
006;2008;05;61
006;2008;05;217
006;2008;05;37
006;2008;06;172
006;2008;06;95
006;2008;06;38
006;2008;06;76
006;2008;06;111
006;2008;06;164
006;2008;06;77
006;2008;06;102
006;2008;06;101
006;2008;06;111
006;2008;06;22
006;2008;06;119
006;2008;06;238
006;2008;06;158
006;2008;06;65
006;2008;06;62
006;2008;06;244
006;2008;06;66
006;2008;06;231
006;2008;06;25
006;2008;06;142
006;2008;06;44
006;2008;06;214
006;2008;06;90
006;2008;06;212
006;2008;06;1
006;2008;06;112
006;2008;06;240
006;2008;06;220
006;2008;06;231
006;2008;07;112
006;2008;07;13
006;2008;07;207
006;2008;07;25
006;2008;07;221
006;2008;07;210
006;2008;07;133
006;2008;07;194
006;2008;07;77
006;2008;07;116
006;2008;07;104
006;2008;07;118
006;2008;07;161
006;2008;07;85
006;2008;07;158
006;2008;07;124
006;2008;07;84
006;2008;07;121
006;2008;07;117
006;2008;07;146
006;2008;07;244
006;2008;07;57
006;2008;07;68
006;2008;07;169
006;2008;07;196
006;2008;07;203
006;2008;07;184
006;2008;07;125
006;2008;07;185
006;2008;07;248
006;2008;07;72
006;2008;08;57
006;2008;08;99
006;2008;08;240
006;2008;08;44
006;2008;08;3
006;2008;08;20
006;2008;08;59
006;2008;08;112
006;2008;08;232
006;2008;08;165
006;2008;08;50
006;2008;08;141
006;2008;08;204
006;2008;08;163
006;2008;08;70
006;2008;08;15
006;2008;08;185
006;2008;08;163
006;2008;08;225
006;2008;08;179
006;2008;08;231
006;2008;08;202
006;2008;08;78
006;2008;08;115
006;2008;08;0
006;2008;08;101
006;2008;08;78
006;2008;08;151
006;2008;08;232
006;2008;08;159
006;2008;08;229
006;2008;09;245
006;2008;09;10
006;2008;09;185
006;2008;09;120
006;2008;09;211
006;2008;09;118
006;2008;09;240
006;2008;09;235
006;2008;09;236
006;2008;09;119
006;2008;09;36
006;2008;09;174
006;2008;09;34
006;2008;09;96
006;2008;09;161
006;2008;09;97
006;2008;09;133
006;2008;09;38
006;2008;09;233
006;2008;09;139
006;2008;09;33
006;2008;09;187
006;2008;09;163
006;2008;09;176
006;2008;09;125
006;2008;09;0
006;2008;09;178
006;2008;09;12
006;2008;09;220
006;2008;09;100
006;2008;10;77
006;2008;10;122
006;2008;10;84
006;2008;10;167
006;2008;10;59
006;2008;10;207
006;2008;10;24
006;2008;10;48
006;2008;10;90
006;2008;10;101
006;2008;10;181
006;2008;10;3
006;2008;10;179
006;2008;10;13
006;2008;10;183
006;2008;10;161
006;2008;10;224
006;2008;10;71
006;2008;10;33
006;2008;10;167
006;2008;10;218
006;2008;10;192
006;2008;10;159
006;2008;10;174
006;2008;10;244
006;2008;10;8
006;2008;10;183
006;2008;10;167
006;2008;10;142
006;2008;10;130
006;2008;10;194
006;2008;11;60
006;2008;11;88
006;2008;11;60
006;2008;11;22
006;2008;11;142
006;2008;11;21
006;2008;11;99
006;2008;11;229
006;2008;11;206
006;2008;11;87
006;2008;11;169
006;2008;11;63
006;2008;11;11
006;2008;11;187
006;2008;11;148
006;2008;11;162
006;2008;11;123
006;2008;11;15
006;2008;11;43
006;2008;11;3
006;2008;11;161
006;2008;11;232
006;2008;11;182
006;2008;11;239
006;2008;11;247
006;2008;11;59
006;2008;11;204
006;2008;11;62
006;2008;11;209
006;2008;11;70
006;2008;12;177
006;2008;12;68
006;2008;12;119
006;2008;12;203
006;2008;12;164
006;2008;12;246
006;2008;12;133
006;2008;12;226
006;2008;12;94
006;2008;12;227
006;2008;12;12
006;2008;12;44
006;2008;12;4
006;2008;12;109
006;2008;12;177
006;2008;12;17
006;2008;12;12
006;2008;12;22
006;2008;12;154
006;2008;12;198
006;2008;12;240
006;2008;12;77
006;2008;12;152
006;2008;12;70
006;2008;12;69
006;2008;12;184
006;2008;12;127
006;2008;12;76
006;2008;12;183
006;2008;12;5
006;2008;12;167
007;2008;01;156
007;2008;01;57
007;2008;01;27
007;2008;01;221
007;2008;01;5
007;2008;01;15
007;2008;01;43
007;2008;01;144
007;2008;01;187
007;2008;01;92
007;2008;01;28
007;2008;01;239
007;2008;01;24
007;2008;01;12
007;2008;01;193
007;2008;01;232
007;2008;01;120
007;2008;01;57
007;2008;01;233
007;2008;01;18
007;2008;01;103
007;2008;01;234
007;2008;01;205
007;2008;01;116
007;2008;01;139
007;2008;01;76
007;2008;01;153
007;2008;01;60
007;2008;01;54
007;2008;01;165
007;2008;01;111
007;2008;02;107
007;2008;02;216
007;2008;02;43
007;2008;02;233
007;2008;02;160
007;2008;02;215
007;2008;02;247
007;2008;02;175
007;2008;02;74
007;2008;02;61
007;2008;02;232
007;2008;02;67
007;2008;02;91
007;2008;02;155
007;2008;02;89
007;2008;02;206
007;2008;02;105
007;2008;02;1
007;2008;02;67
007;2008;02;86
007;2008;02;148
007;2008;02;65
007;2008;02;174
007;2008;02;245
007;2008;02;173
007;2008;02;123
007;2008;02;131
007;2008;02;200
007;2008;03;10
007;2008;03;196
007;2008;03;30
007;2008;03;27
007;2008;03;167
007;2008;03;17
007;2008;03;181
007;2008;03;30
007;2008;03;115
007;2008;03;77
007;2008;03;176
007;2008;03;158
007;2008;03;124
007;2008;03;22
007;2008;03;6
007;2008;03;236
007;2008;03;110
007;2008;03;81
007;2008;03;225
007;2008;03;184
007;2008;03;241
007;2008;03;59
007;2008;03;162
007;2008;03;47
007;2008;03;196
007;2008;03;153
007;2008;03;31
007;2008;03;222
007;2008;03;91
007;2008;03;196
007;2008;03;172
007;2008;04;238
007;2008;04;239
007;2008;04;240
007;2008;04;134
007;2008;04;5
007;2008;04;96
007;2008;04;157
007;2008;04;56
007;2008;04;192
007;2008;04;216
007;2008;04;31
007;2008;04;199
007;2008;04;202
007;2008;04;197
007;2008;04;123
007;2008;04;238
007;2008;04;115
007;2008;04;55
007;2008;04;236
007;2008;04;227
007;2008;04;78
007;2008;04;89
007;2008;04;204
007;2008;04;170
007;2008;04;21
007;2008;04;105
007;2008;04;49
007;2008;04;236
007;2008;04;89
007;2008;04;90
007;2008;05;236
007;2008;05;172
007;2008;05;82
007;2008;05;88
007;2008;05;144
007;2008;05;76
007;2008;05;20
007;2008;05;110
007;2008;05;12
007;2008;05;43
007;2008;05;228
007;2008;05;33
007;2008;05;246
007;2008;05;188
007;2008;05;191
007;2008;05;205
007;2008;05;148
007;2008;05;212
007;2008;05;180
007;2008;05;179
007;2008;05;201
007;2008;05;95
007;2008;05;122
007;2008;05;207
007;2008;05;225
007;2008;05;75
007;2008;05;224
007;2008;05;0
007;2008;05;99
007;2008;05;149
007;2008;05;70
007;2008;06;72
007;2008;06;88
007;2008;06;107
007;2008;06;170
007;2008;06;147
007;2008;06;108
007;2008;06;154
007;2008;06;112
007;2008;06;54
007;2008;06;134
007;2008;06;119
007;2008;06;32
007;2008;06;184
007;2008;06;162
007;2008;06;183
007;2008;06;51
007;2008;06;120
007;2008;06;153
007;2008;06;134
007;2008;06;220
007;2008;06;241
007;2008;06;223
007;2008;06;121
007;2008;06;209
007;2008;06;25
007;2008;06;6
007;2008;06;23
007;2008;06;169
007;2008;06;176
007;2008;06;4
007;2008;07;150
007;2008;07;199
007;2008;07;5
007;2008;07;6
007;2008;07;101
007;2008;07;243
007;2008;07;192
007;2008;07;104
007;2008;07;238
007;2008;07;65
007;2008;07;144
007;2008;07;49
007;2008;07;197
007;2008;07;87
007;2008;07;204
007;2008;07;116
007;2008;07;134
007;2008;07;60
007;2008;07;248
007;2008;07;205
007;2008;07;144
007;2008;07;228
007;2008;07;220
007;2008;07;248
007;2008;07;85
007;2008;07;48
007;2008;07;236
007;2008;07;103
007;2008;07;81
007;2008;07;122
007;2008;07;183
007;2008;08;105
007;2008;08;2
007;2008;08;76
007;2008;08;111
007;2008;08;184
007;2008;08;195
007;2008;08;150
007;2008;08;115
007;2008;08;156
007;2008;08;249
007;2008;08;57
007;2008;08;180
007;2008;08;31
007;2008;08;241
007;2008;08;161
007;2008;08;17
007;2008;08;187
007;2008;08;189
007;2008;08;192
007;2008;08;45
007;2008;08;245
007;2008;08;81
007;2008;08;141
007;2008;08;102
007;2008;08;46
007;2008;08;132
007;2008;08;51
007;2008;08;9
007;2008;08;45
007;2008;08;57
007;2008;08;137
007;2008;09;166
007;2008;09;214
007;2008;09;62
007;2008;09;206
007;2008;09;60
007;2008;09;90
007;2008;09;187
007;2008;09;147
007;2008;09;53
007;2008;09;8
007;2008;09;235
007;2008;09;128
007;2008;09;213
007;2008;09;214
007;2008;09;28
007;2008;09;186
007;2008;09;99
007;2008;09;113
007;2008;09;207
007;2008;09;191
007;2008;09;127
007;2008;09;60
007;2008;09;200
007;2008;09;219
007;2008;09;3
007;2008;09;228
007;2008;09;205
007;2008;09;42
007;2008;09;221
007;2008;09;170
007;2008;10;47
007;2008;10;229
007;2008;10;202
007;2008;10;92
007;2008;10;22
007;2008;10;211
007;2008;10;88
007;2008;10;56
007;2008;10;198
007;2008;10;217
007;2008;10;38
007;2008;10;49
007;2008;10;207
007;2008;10;0
007;2008;10;158
007;2008;10;35
007;2008;10;41
007;2008;10;195
007;2008;10;132
007;2008;10;60
007;2008;10;42
007;2008;10;206
007;2008;10;150
007;2008;10;178
007;2008;10;245
007;2008;10;117
007;2008;10;69
007;2008;10;178
007;2008;10;76
007;2008;10;85
007;2008;10;7
007;2008;11;133
007;2008;11;93
007;2008;11;149
007;2008;11;40
007;2008;11;120
007;2008;11;19
007;2008;11;225
007;2008;11;184
007;2008;11;136
007;2008;11;68
007;2008;11;180
007;2008;11;45
007;2008;11;65
007;2008;11;197
007;2008;11;177
007;2008;11;35
007;2008;11;185
007;2008;11;138
007;2008;11;25
007;2008;11;207
007;2008;11;92
007;2008;11;12
007;2008;11;11
007;2008;11;48
007;2008;11;240
007;2008;11;247
007;2008;11;37
007;2008;11;103
007;2008;11;210
007;2008;11;104
007;2008;12;40
007;2008;12;100
007;2008;12;41
007;2008;12;221
007;2008;12;57
007;2008;12;74
007;2008;12;52
007;2008;12;122
007;2008;12;79
007;2008;12;121
007;2008;12;14
007;2008;12;133
007;2008;12;227
007;2008;12;127
007;2008;12;3
007;2008;12;248
007;2008;12;147
007;2008;12;30
007;2008;12;85
007;2008;12;34
007;2008;12;81
007;2008;12;121
007;2008;12;120
007;2008;12;52
007;2008;12;240
007;2008;12;145
007;2008;12;73
007;2008;12;139
007;2008;12;221
007;2008;12;10
007;2008;12;80
001;2007;01;1
001;2007;01;114
001;2007;01;68
001;2007;01;105
001;2007;01;36
001;2007;01;157
001;2007;01;133
001;2007;01;33
001;2007;01;235
001;2007;01;24
001;2007;01;38
001;2007;01;207
001;2007;01;90
001;2007;01;15
001;2007;01;200
001;2007;01;235
001;2007;01;28
001;2007;01;3
001;2007;01;44
001;2007;01;35
001;2007;01;139
001;2007;01;30
001;2007;01;138
001;2007;01;150
001;2007;01;182
001;2007;01;207
001;2007;01;11
001;2007;01;214
001;2007;01;1
001;2007;01;212
001;2007;01;198
001;2007;02;108
001;2007;02;26
001;2007;02;66
001;2007;02;40
001;2007;02;155
001;2007;02;32
001;2007;02;135
001;2007;02;97
001;2007;02;211
001;2007;02;155
001;2007;02;52
001;2007;02;199
001;2007;02;195
001;2007;02;148
001;2007;02;97
001;2007;02;18
001;2007;02;128
001;2007;02;60
001;2007;02;123
001;2007;02;138
001;2007;02;13
001;2007;02;191
001;2007;02;108
001;2007;02;236
001;2007;02;149
001;2007;02;36
001;2007;02;34
001;2007;02;83
001;2007;03;234
001;2007;03;115
001;2007;03;187
001;2007;03;234
001;2007;03;132
001;2007;03;135
001;2007;03;217
001;2007;03;63
001;2007;03;61
001;2007;03;242
001;2007;03;149
001;2007;03;194
001;2007;03;15
001;2007;03;52
001;2007;03;37
001;2007;03;228
001;2007;03;22
001;2007;03;230
001;2007;03;236
001;2007;03;210
001;2007;03;143
001;2007;03;54
001;2007;03;31
001;2007;03;42
001;2007;03;54
001;2007;03;204
001;2007;03;75
001;2007;03;30
001;2007;03;214
001;2007;03;164
001;2007;03;55
001;2007;04;155
001;2007;04;133
001;2007;04;228
001;2007;04;138
001;2007;04;32
001;2007;04;143
001;2007;04;75
001;2007;04;21
001;2007;04;144
001;2007;04;127
001;2007;04;28
001;2007;04;9
001;2007;04;225
001;2007;04;4
001;2007;04;217
001;2007;04;26
001;2007;04;108
001;2007;04;20
001;2007;04;173
001;2007;04;203
001;2007;04;8
001;2007;04;34
001;2007;04;66
001;2007;04;14
001;2007;04;105
001;2007;04;41
001;2007;04;142
001;2007;04;46
001;2007;04;103
001;2007;04;227
001;2007;05;22
001;2007;05;100
001;2007;05;54
001;2007;05;93
001;2007;05;119
001;2007;05;163
001;2007;05;48
001;2007;05;211
001;2007;05;58
001;2007;05;141
001;2007;05;124
001;2007;05;81
001;2007;05;235
001;2007;05;160
001;2007;05;210
001;2007;05;88
001;2007;05;166
001;2007;05;233
001;2007;05;75
001;2007;05;194
001;2007;05;193
001;2007;05;1
001;2007;05;46
001;2007;05;30
001;2007;05;61
001;2007;05;75
001;2007;05;100
001;2007;05;198
001;2007;05;49
001;2007;05;185
001;2007;05;235
001;2007;06;0
001;2007;06;139
001;2007;06;193
001;2007;06;216
001;2007;06;60
001;2007;06;67
001;2007;06;95
001;2007;06;100
001;2007;06;78
001;2007;06;158
001;2007;06;223
001;2007;06;122
001;2007;06;188
001;2007;06;149
001;2007;06;20
001;2007;06;239
001;2007;06;220
001;2007;06;60
001;2007;06;56
001;2007;06;185
001;2007;06;174
001;2007;06;132
001;2007;06;5
001;2007;06;177
001;2007;06;72
001;2007;06;54
001;2007;06;204
001;2007;06;28
001;2007;06;128
001;2007;06;222
001;2007;07;192
001;2007;07;45
001;2007;07;31
001;2007;07;214
001;2007;07;108
001;2007;07;229
001;2007;07;3
001;2007;07;92
001;2007;07;195
001;2007;07;73
001;2007;07;49
001;2007;07;194
001;2007;07;134
001;2007;07;204
001;2007;07;13
001;2007;07;74
001;2007;07;61
001;2007;07;25
001;2007;07;101
001;2007;07;55
001;2007;07;230
001;2007;07;241
001;2007;07;194
001;2007;07;99
001;2007;07;57
001;2007;07;132
001;2007;07;72
001;2007;07;201
001;2007;07;59
001;2007;07;235
001;2007;07;32
001;2007;08;168
001;2007;08;193
001;2007;08;83
001;2007;08;182
001;2007;08;91
001;2007;08;106
001;2007;08;132
001;2007;08;147
001;2007;08;92
001;2007;08;175
001;2007;08;170
001;2007;08;126
001;2007;08;62
001;2007;08;201
001;2007;08;51
001;2007;08;94
001;2007;08;53
001;2007;08;244
001;2007;08;213
001;2007;08;11
001;2007;08;131
001;2007;08;76
001;2007;08;31
001;2007;08;202
001;2007;08;189
001;2007;08;94
001;2007;08;79
001;2007;08;82
001;2007;08;202
001;2007;08;215
001;2007;08;176
001;2007;09;186
001;2007;09;81
001;2007;09;241
001;2007;09;206
001;2007;09;209
001;2007;09;159
001;2007;09;237
001;2007;09;235
001;2007;09;219
001;2007;09;138
001;2007;09;189
001;2007;09;135
001;2007;09;218
001;2007;09;192
001;2007;09;125
001;2007;09;60
001;2007;09;106
001;2007;09;133
001;2007;09;235
001;2007;09;38
001;2007;09;237
001;2007;09;25
001;2007;09;147
001;2007;09;174
001;2007;09;152
001;2007;09;63
001;2007;09;19
001;2007;09;152
001;2007;09;193
001;2007;09;88
001;2007;10;228
001;2007;10;200
001;2007;10;210
001;2007;10;208
001;2007;10;121
001;2007;10;248
001;2007;10;122
001;2007;10;2
001;2007;10;136
001;2007;10;170
001;2007;10;163
001;2007;10;205
001;2007;10;82
001;2007;10;198
001;2007;10;198
001;2007;10;216
001;2007;10;206
001;2007;10;219
001;2007;10;72
001;2007;10;216
001;2007;10;105
001;2007;10;119
001;2007;10;238
001;2007;10;89
001;2007;10;8
001;2007;10;73
001;2007;10;144
001;2007;10;91
001;2007;10;10
001;2007;10;133
001;2007;10;210
001;2007;11;95
001;2007;11;142
001;2007;11;58
001;2007;11;103
001;2007;11;93
001;2007;11;117
001;2007;11;211
001;2007;11;165
001;2007;11;9
001;2007;11;196
001;2007;11;218
001;2007;11;120
001;2007;11;97
001;2007;11;185
001;2007;11;162
001;2007;11;15
001;2007;11;248
001;2007;11;197
001;2007;11;136
001;2007;11;114
001;2007;11;160
001;2007;11;51
001;2007;11;109
001;2007;11;174
001;2007;11;85
001;2007;11;143
001;2007;11;71
001;2007;11;89
001;2007;11;243
001;2007;11;233
001;2007;12;79
001;2007;12;121
001;2007;12;171
001;2007;12;52
001;2007;12;80
001;2007;12;224
001;2007;12;232
001;2007;12;241
001;2007;12;71
001;2007;12;41
001;2007;12;21
001;2007;12;227
001;2007;12;173
001;2007;12;42
001;2007;12;197
001;2007;12;213
001;2007;12;19
001;2007;12;76
001;2007;12;47
001;2007;12;174
001;2007;12;246
001;2007;12;71
001;2007;12;201
001;2007;12;112
001;2007;12;110
001;2007;12;230
001;2007;12;197
001;2007;12;83
001;2007;12;242
001;2007;12;229
001;2007;12;37
002;2007;01;95
002;2007;01;197
002;2007;01;158
002;2007;01;190
002;2007;01;72
002;2007;01;51
002;2007;01;84
002;2007;01;30
002;2007;01;69
002;2007;01;105
002;2007;01;28
002;2007;01;70
002;2007;01;51
002;2007;01;192
002;2007;01;232
002;2007;01;16
002;2007;01;200
002;2007;01;65
002;2007;01;145
002;2007;01;159
002;2007;01;137
002;2007;01;142
002;2007;01;169
002;2007;01;200
002;2007;01;163
002;2007;01;233
002;2007;01;40
002;2007;01;118
002;2007;01;98
002;2007;01;106
002;2007;01;84
002;2007;02;68
002;2007;02;127
002;2007;02;135
002;2007;02;47
002;2007;02;3
002;2007;02;222
002;2007;02;82
002;2007;02;110
002;2007;02;214
002;2007;02;99
002;2007;02;62
002;2007;02;124
002;2007;02;113
002;2007;02;214
002;2007;02;81
002;2007;02;37
002;2007;02;118
002;2007;02;237
002;2007;02;136
002;2007;02;40
002;2007;02;224
002;2007;02;178
002;2007;02;170
002;2007;02;206
002;2007;02;19
002;2007;02;224
002;2007;02;152
002;2007;02;132
002;2007;03;210
002;2007;03;134
002;2007;03;53
002;2007;03;153
002;2007;03;151
002;2007;03;169
002;2007;03;28
002;2007;03;198
002;2007;03;175
002;2007;03;98
002;2007;03;196
002;2007;03;165
002;2007;03;117
002;2007;03;131
002;2007;03;60
002;2007;03;68
002;2007;03;51
002;2007;03;177
002;2007;03;71
002;2007;03;35
002;2007;03;158
002;2007;03;166
002;2007;03;167
002;2007;03;246
002;2007;03;21
002;2007;03;198
002;2007;03;153
002;2007;03;79
002;2007;03;233
002;2007;03;173
002;2007;03;184
002;2007;04;79
002;2007;04;120
002;2007;04;8
002;2007;04;147
002;2007;04;142
002;2007;04;138
002;2007;04;124
002;2007;04;118
002;2007;04;68
002;2007;04;129
002;2007;04;95
002;2007;04;178
002;2007;04;179
002;2007;04;232
002;2007;04;201
002;2007;04;43
002;2007;04;200
002;2007;04;244
002;2007;04;114
002;2007;04;186
002;2007;04;52
002;2007;04;143
002;2007;04;161
002;2007;04;211
002;2007;04;119
002;2007;04;189
002;2007;04;122
002;2007;04;13
002;2007;04;127
002;2007;04;224
002;2007;05;42
002;2007;05;139
002;2007;05;30
002;2007;05;146
002;2007;05;87
002;2007;05;212
002;2007;05;239
002;2007;05;20
002;2007;05;0
002;2007;05;40
002;2007;05;54
002;2007;05;249
002;2007;05;13
002;2007;05;54
002;2007;05;68
002;2007;05;217
002;2007;05;84
002;2007;05;236
002;2007;05;42
002;2007;05;7
002;2007;05;157
002;2007;05;203
002;2007;05;237
002;2007;05;198
002;2007;05;33
002;2007;05;245
002;2007;05;197
002;2007;05;106
002;2007;05;79
002;2007;05;16
002;2007;05;126
002;2007;06;178
002;2007;06;168
002;2007;06;56
002;2007;06;149
002;2007;06;10
002;2007;06;125
002;2007;06;98
002;2007;06;151
002;2007;06;90
002;2007;06;211
002;2007;06;229
002;2007;06;143
002;2007;06;148
002;2007;06;78
002;2007;06;229
002;2007;06;99
002;2007;06;217
002;2007;06;65
002;2007;06;22
002;2007;06;183
002;2007;06;93
002;2007;06;162
002;2007;06;24
002;2007;06;198
002;2007;06;140
002;2007;06;131
002;2007;06;223
002;2007;06;190
002;2007;06;196
002;2007;06;74
002;2007;07;42
002;2007;07;28
002;2007;07;156
002;2007;07;60
002;2007;07;166
002;2007;07;15
002;2007;07;248
002;2007;07;127
