Soc;Année;Mois;Jour;qqt achetée
004;2008;06;23;14
004;2008;06;24;125
004;2008;06;25;80
004;2008;06;26;190
004;2008;06;27;139
004;2008;06;28;189
004;2008;06;29;63
004;2008;06;30;126
004;2008;07;1;35
004;2008;07;2;4
004;2008;07;3;5
004;2008;07;4;19
004;2008;07;5;7
004;2008;07;6;38
004;2008;07;7;45
004;2008;07;8;90
004;2008;07;9;95
004;2008;07;10;167
004;2008;07;11;149
004;2008;07;12;219
004;2008;07;13;3
004;2008;07;14;76
004;2008;07;15;77
004;2008;07;16;236
004;2008;07;17;9
004;2008;07;18;216
004;2008;07;19;66
004;2008;07;20;172
004;2008;07;21;172
004;2008;07;22;17
004;2008;07;23;142
004;2008;07;24;187
004;2008;07;25;56
004;2008;07;26;6
004;2008;07;27;180
004;2008;07;28;61
004;2008;07;29;85
004;2008;07;30;84
004;2008;07;31;139
004;2008;08;1;250
004;2008;08;2;228
004;2008;08;3;69
004;2008;08;4;204
004;2008;08;5;6
004;2008;08;6;113
004;2008;08;7;198
004;2008;08;8;175
004;2008;08;9;113
004;2008;08;10;26
004;2008;08;11;239
004;2008;08;12;75
004;2008;08;13;226
004;2008;08;14;80
004;2008;08;15;153
004;2008;08;16;223
004;2008;08;17;167
004;2008;08;18;157
004;2008;08;19;246
004;2008;08;20;197
004;2008;08;21;63
004;2008;08;22;68
004;2008;08;23;107
004;2008;08;24;46
004;2008;08;25;147
004;2008;08;26;82
004;2008;08;27;68
004;2008;08;28;16
004;2008;08;29;85
004;2008;08;30;5
004;2008;08;31;18
004;2008;09;1;73
004;2008;09;2;151
004;2008;09;3;124
004;2008;09;4;124
004;2008;09;5;82
004;2008;09;6;136
004;2008;09;7;187
004;2008;09;8;207
004;2008;09;9;3
004;2008;09;10;160
004;2008;09;11;215
004;2008;09;12;134
004;2008;09;13;22
004;2008;09;14;143
004;2008;09;15;65
004;2008;09;16;30
004;2008;09;17;248
004;2008;09;18;117
004;2008;09;19;13
004;2008;09;20;159
004;2008;09;21;5
004;2008;09;22;233
004;2008;09;23;21
004;2008;09;24;233
004;2008;09;25;238
004;2008;09;26;147
004;2008;09;27;237
004;2008;09;28;32
004;2008;09;29;66
004;2008;09;30;151
004;2008;10;1;194
004;2008;10;2;21
004;2008;10;3;27
004;2008;10;4;94
004;2008;10;5;87
004;2008;10;6;68
004;2008;10;7;68
004;2008;10;8;5
004;2008;10;9;240
004;2008;10;10;45
004;2008;10;11;75
004;2008;10;12;245
004;2008;10;13;26
004;2008;10;14;73
004;2008;10;15;17
004;2008;10;16;167
004;2008;10;17;8
004;2008;10;18;136
004;2008;10;19;162
004;2008;10;20;67
004;2008;10;21;124
004;2008;10;22;55
004;2008;10;23;155
004;2008;10;24;156
004;2008;10;25;1
004;2008;10;26;244
004;2008;10;27;171
004;2008;10;28;15
004;2008;10;29;241
004;2008;10;30;77
004;2008;10;31;238
004;2008;11;1;175
004;2008;11;2;223
004;2008;11;3;39
004;2008;11;4;140
004;2008;11;5;59
004;2008;11;6;157
004;2008;11;7;200
004;2008;11;8;186
004;2008;11;9;184
004;2008;11;10;234
004;2008;11;11;33
004;2008;11;12;53
004;2008;11;13;134
004;2008;11;14;87
004;2008;11;15;165
004;2008;11;16;235
004;2008;11;17;67
004;2008;11;18;205
004;2008;11;19;146
004;2008;11;20;63
004;2008;11;21;22
004;2008;11;22;197
004;2008;11;23;89
004;2008;11;24;249
004;2008;11;25;181
004;2008;11;26;66
004;2008;11;27;94
004;2008;11;28;241
004;2008;11;29;150
004;2008;11;30;92
004;2008;12;1;201
004;2008;12;2;149
004;2008;12;3;156
004;2008;12;4;76
004;2008;12;5;155
004;2008;12;6;31
004;2008;12;7;163
004;2008;12;8;94
004;2008;12;9;77
004;2008;12;10;151
004;2008;12;11;50
004;2008;12;12;234
004;2008;12;13;9
004;2008;12;14;139
004;2008;12;15;156
004;2008;12;16;76
004;2008;12;17;16
004;2008;12;18;137
004;2008;12;19;13
004;2008;12;20;169
004;2008;12;21;43
004;2008;12;22;122
004;2008;12;23;65
004;2008;12;24;151
004;2008;12;25;208
004;2008;12;26;111
004;2008;12;27;146
004;2008;12;28;237
004;2008;12;29;124
004;2008;12;30;68
004;2008;12;31;198
005;2008;01;1;56
005;2008;01;2;157
005;2008;01;3;182
005;2008;01;4;55
005;2008;01;5;247
005;2008;01;6;247
005;2008;01;7;200
005;2008;01;8;39
005;2008;01;9;88
005;2008;01;10;121
005;2008;01;11;122
005;2008;01;12;120
005;2008;01;13;237
005;2008;01;14;113
005;2008;01;15;78
005;2008;01;16;40
005;2008;01;17;16
005;2008;01;18;142
005;2008;01;19;80
005;2008;01;20;80
005;2008;01;21;209
005;2008;01;22;146
005;2008;01;23;120
005;2008;01;24;178
005;2008;01;25;93
005;2008;01;26;60
005;2008;01;27;227
005;2008;01;28;182
005;2008;01;29;24
005;2008;01;30;152
005;2008;01;31;199
005;2008;02;1;66
005;2008;02;2;223
005;2008;02;3;37
005;2008;02;4;226
005;2008;02;5;151
005;2008;02;6;74
005;2008;02;7;124
005;2008;02;8;197
005;2008;02;9;158
005;2008;02;10;207
005;2008;02;11;52
005;2008;02;12;210
005;2008;02;13;23
005;2008;02;14;226
005;2008;02;15;219
005;2008;02;16;146
005;2008;02;17;250
005;2008;02;18;167
005;2008;02;19;11
005;2008;02;20;129
005;2008;02;21;40
005;2008;02;22;27
005;2008;02;23;62
005;2008;02;24;247
005;2008;02;25;236
005;2008;02;26;147
005;2008;02;27;25
005;2008;02;28;156
005;2008;03;1;240
005;2008;03;2;15
005;2008;03;3;88
005;2008;03;4;59
005;2008;03;5;90
005;2008;03;6;104
005;2008;03;7;63
005;2008;03;8;38
005;2008;03;9;59
005;2008;03;10;37
005;2008;03;11;186
005;2008;03;12;125
005;2008;03;13;43
005;2008;03;14;177
005;2008;03;15;151
005;2008;03;16;154
005;2008;03;17;29
005;2008;03;18;124
005;2008;03;19;63
005;2008;03;20;13
005;2008;03;21;137
005;2008;03;22;105
005;2008;03;23;242
032;2008;03;24;77
005;2008;03;25;156
005;2008;03;26;162
005;2008;03;27;234
005;2008;03;28;212
005;2008;03;29;87
005;2008;03;30;168
005;2008;03;31;243
005;2008;04;1;166
005;2008;04;2;126
005;2008;04;3;182
005;2008;04;4;26
005;2008;04;5;237
005;2008;04;6;147
005;2008;04;7;0
005;2008;04;8;56
005;2008;04;9;36
005;2008;04;10;220
005;2008;04;11;100
005;2008;04;12;122
005;2008;04;13;207
005;2008;04;14;230
005;2008;04;15;164
005;2008;04;16;179
005;2008;04;17;183
005;2008;04;18;118
005;2008;04;19;186
005;2008;04;20;86
005;2008;04;21;198
005;2008;04;22;160
005;2008;04;23;50
005;2008;04;24;38
005;2008;04;25;58
005;2008;04;26;33
005;2008;04;27;237
005;2008;04;28;137
005;2008;04;29;227
005;2008;04;30;26
005;2008;05;1;56
005;2008;05;2;131
005;2008;05;3;49
005;2008;05;4;91
005;2008;05;5;146
005;2008;05;6;241
005;2008;05;7;99
005;2008;05;8;157
005;2008;05;9;241
005;2008;05;10;52
005;2008;05;11;130
005;2008;05;12;205
005;2008;05;13;113
005;2008;05;14;40
005;2008;05;15;201
005;2008;05;16;196
005;2008;05;17;189
005;2008;05;18;144
005;2008;05;19;227
005;2008;05;20;230
005;2008;05;21;45
005;2008;05;22;83
005;2008;05;23;41
005;2008;05;24;29
005;2008;05;25;126
005;20028;05;26;72
005;2008;05;27;13
005;2008;05;28;54
005;2008;05;29;232
005;2008;05;30;195
005;2008;05;31;195
005;2008;06;1;134
005;2008;06;2;147
005;2008;06;3;80
005;2008;06;4;124
005;2008;06;5;93
005;2008;06;6;207
005;2008;06;7;133
005;2008;06;8;119
005;2008;06;9;130
005;2008;06;10;212
005;2008;06;11;196
005;2008;06;12;135
005;2008;06;13;183
005;2008;06;14;20
005;2008;06;15;121
005;2008;06;16;88
005;2008;06;17;206
005;2008;06;18;76
005;2008;06;19;113
005;2008;06;20;17
005;2008;06;21;103
005;2008;06;22;116
005;2008;06;23;126
005;2008;06;24;183
005;2008;06;25;177
005;2008;06;26;86
005;2008;06;27;101
005;2008;06;28;99
005;2008;06;29;73
005;2008;06;30;121
005;2008;07;1;135
005;2008;07;2;68
005;2008;07;3;86
005;2008;07;4;191
005;2008;07;5;80
005;2008;07;6;103
005;2008;07;7;125
005;2008;07;8;81
005;2008;07;9;1
005;2008;07;10;149
005;2008;07;11;54
005;2008;07;12;250
005;2008;07;13;120
005;2008;07;14;246
005;2008;07;15;118
005;2008;07;16;155
005;2008;07;17;123
005;2008;07;18;233
005;2008;07;19;247
005;2008;07;20;70
005;2008;07;21;199
005;2008;07;22;128
005;2008;07;23;109
005;2008;07;24;22
005;2008;07;25;104
005;2008;07;26;123
005;2008;07;27;231
005;2008;07;28;53
005;2008;07;29;98
005;2008;07;30;136
005;2008;07;31;166
005;2008;08;1;130
005;2008;08;2;160
005;2008;08;3;179
005;2008;08;4;245
005;2008;08;5;84
005;2008;08;6;62
005;2008;08;7;190
005;2008;08;8;99
005;2008;08;9;194
005;2008;08;10;100
005;2008;08;11;171
005;2008;08;12;250
005;2008;08;13;155
005;2008;14;14;165
005;2008;08;15;63
005;2008;08;16;142
005;2008;08;17;60
005;2008;08;18;140
005;2008;08;19;209
005;2008;08;20;113
005;2008;08;21;165
005;2008;08;22;225
005;2008;08;23;175
005;2008;08;24;94
005;2008;08;25;164
005;2008;08;26;97
005;2008;08;27;104
005;2008;08;28;188
005;2008;08;29;168
005;2008;08;30;10
005;2008;08;31;96
005;2008;09;1;111
005;2008;09;2;170
005;2008;09;3;6
005;2008;09;4;5
005;2008;09;5;52
005;2008;09;6;203
005;2008;09;7;154
005;2008;09;8;208
005;2008;09;9;6
005;2008;09;10;121
005;2008;09;40;88
005;2008;09;12;111
005;2008;09;13;199
005;2008;09;14;171
005;2008;09;15;232
005;2008;09;16;110
005;2008;09;17;237
005;2008;09;18;113
005;2008;09;19;122
005;2008;09;20;208
005;2008;09;21;124
005;2008;09;22;212
005;2008;09;23;170
005;2008;09;24;77
005;2008;09;25;216
005;2008;09;26;207
005;2008;09;27;0
005;2008;09;28;39
005;2008;09;29;23
005;2008;09;30;230
005;2008;10;1;24
005;2008;10;2;239
005;2008;10;3;105
005;2008;10;4;188
005;2008;10;5;245
005;2008;10;6;182
005;2008;10;7;76
005;2008;10;8;46
005;2008;10;9;80
005;2008;10;10;20
005;2008;10;11;14
005;2008;10;12;42
005;2008;10;13;146
005;2008;10;14;3
005;2008;10;15;240
005;2008;10;16;182A
005;2008;10;17;160
005;2008;10;18;120
005;2008;10;19;193
005;2008;10;20;238
005;2008;10;21;169
005;2008;10;22;57
005;2008;10;23;85
005;2008;10;24;170
005;2008;10;25;55
005;2008;10;26;166
005;2008;10;27;71
005;2008;10;28;51
005;2008;10;29;33
005;2008;10;30;131
005;2008;10;31;96
005;2008;11;1;30
005;2008;11;2;136
005;2008;11;3;239
005;2008;11;4;137
005;2008;11;5;190
005;2008;11;6;22
005;2008;11;7;228
005;2008;11;8;92
005;2008;11;9;167
005;2008;11;10;111
005;2008;11;11;108
005;2008;11;12;139
005;2008;11;13;21
005;2008;11;14;226
005;2008;11;15;213
005;2008;11;16;47
005;2008;11A;17;193
005;2008;11;18;46
005;2008;11;19;250
005;2008;11;20;58
005;2008;11;21;39
005;2008;11;22;244
005;2008;11;23;233
005;2008;11;24;136
005;2008;11;25;128
005;2008;11;26;183
005;2008;11;27;82
005;2008;11;28;155
005;2008;11;29;21
005;2008;11;30;90
005;2008;12;1;103
005;2008;12;2;70
005;2008;12;3;139
005;2008;12;4A;104
005;2008;12;5;75
005;2008;12;6;5
005;2008;12;7;27
005;2008;12;8;196
005;2008;12;9;90
005;2008;12;10;178
005;2008;12;11;194
005;2008;12;12;108
005;2008;12;13;86
005;2008;12;14;202
005;2008;12;15;132
005;2008;12;16;187
005;2008;12;17;79
005;2008;12;18;48
005;2008;12;19;30
005;2008;12;20;232
005;2008;12;21;223
005;2008;12;22;50
005;2008;12;23;62
005;2008;12;24;108
005;2008;12;25;222
005;2008;12;26;83
005;2008;12;27;72
005;2008;12;28;198
005;2008;12;29;122
005;2008;12;30;83
005;2008;12;31;155
006;2008;01;1;123
006;2008;01;2;20
006;2008;01;3;186
006;2008;01;4;47
006;2008;01;5;50
006;2008;01;6;39
006;2008;01;7;12
006;2008;01;8;234
006;2008;01;9;45
006;2008;01;10;106
006;2008;01;11;171
006;2008;01;12;206
006;2008;01;13;240
006;2008;01;14;23
006;2008;01;15;130
006;2008;01;16;155
006;2008;01;17;193
006;2008;01;18;43
006;2008;01;19;152
006;2008;01;20;144
006;2008;01;21;151
006;2008;01;22;157
006;2008;01;23;79
006;2008;01;24;196
006;2008;01;25;109
006;2008;01;26;67
006;2008;01;27;17
006;2008;01;28;188
006;2008;01;29;242
006;2008;01;30;155
006;2008;01;31;234
006;2008;02;1;134
006;2008;02;2;186
006;2008;02;3;93
006;2008;02;4;168
006;2008;02;5;65
006;2008;02;6;205
006;2008;02;7;101
006;2008;02;8;209
006;2008;02;9;194
006;2008;02;10;185
006;2008;02;11;187
006;2008;02;12;231
006;2008;02;13;204
006;2008;02;14;43
006;2008;02;15;61
006;2008;02;16;151
006;2008;02;17;133
006;2008;02;18;11
006;2008;02;19;129
006;2008;02;20;123
006;2008;02;21;5
006;2008;02;22;126
006;2008;02;23;177
006;2008;02;24;19
006;2008;02;25;71
006;2008;02;26;179
006;2008;02;27;178
006;2008;02;28;25
006;2008;03;1;207
006;2008;03;2;48
006;2008;03;3;62
006;2008;03;4;47
006;2008;03;5;40
006;2008;03;6;24
006;2008;03;7;61
006;2008;03;8;164
006;2008;03;9;233
006;2008;03;10;136
006;2008;03;11;241
006;2008;03;12;81
006;2008;03;13;29
006;2008;03;14;98
006;2008;03;15;47
006;2008;03;16;94
006;2008;03;17;168
006;2008;03;18;20
006;2008;03;19;158
006;2008;03;20;31
006;2008;03;21;205
006;2008;03;22;208
006;2008;03;23;130
006;2008;03;24;206
006;2008;03;25;245
006;2008;03;26;6
006;2008;03;27;26
006;2008;03;28;226
006;2008;03;29;131
006;2008;03;30;210
006;2008;03;31;181
006;2008;04;1;92
006;2008;04;2;6
006;2008;04;3;205
006;2008;04;4;174
006;2008;04;5;187
006;2008;04;6;175
006;2008;04;7;12
006;2008;04;8;176
006;2008;04;9;110
006;2008;04;10;190
006;2008;04;11;242
006;2008;04;12;28
006;2008;04;13;51
006;2008;04;14;203
006;2008;04;15;65
006;2008;04;16;189
006;2008;04;17;57
006;2008;04;18;82
006;2008;04;19;59
006;2008;04;20;105
006;2008;04;21;213
006;2008;04;22;212
006;2008;04;23;180
006;2008;04;24;228
006;2008;04;25;125
006;2008;04;26;236
006;2008;04;27;220
006;2008;04;28;127
006;2008;04;29;122
006;2008;04;30;140
006;2008;05;1;105
006;2008;05;2;53
006;2008;05;3;165
006;2008;05;4;160
006;2008;05;5;33
006;2008;05;6;35
006;2008;05;7;239
006;2008;05;8;78
006;2008;05;9;50
006;2008;05;10;180
006;2008;05;11;56
006;2008;05;12;111
006;2008;05;13;87
006;2008;05;14;186
006;2008;05;15;15
006;2008;05;16;57
006;2008;05;17;95
006;2008;05;18;98
006;2008;05;19;224
006;2008;05;20;120
006;2008;05;21;227
006;2008;05;22;147
006;2008;05;23;171
006;2008;05;24;99
006;2008;05;25;206
006;2008;05;26;163
006;2008;05;27;6
006;2008;05;28;215
006;2008;05;29;61
006;2008;05;30;217
006;2008;05;31;37
006;2008;06;1;172
006;2008;06;2;95
006;2008;06;3;38
006;2008;06;4;76
006;2008;06;5;111
006;2008;06;6;164
006;2008;06;7;77
006;2008;06;8;102
006;2008;06;9;101
006;2008;06;10;111
006;2008;06;11;22
006;2008;06;12;119
006;2008;06;13;238
006;2008;06;14;158
006;2008;06;15;65
006;2008;06;16;62
006;2008;06;17;244
006;2008;06;18;66
006;2008;06;19;231
006;2008;06;20;25
006;2008;06;21;142
006;2008;06;22;44
006;2008;06;23;214
006;2008;06;24;90
006;2008;06;25;212
006;2008;06;26;1
006;2008;06;27;112
006;2008;06;28;240
006;2008;06;29;220
006;2008;06;30;231
006;2008;07;1;112
006;2008;07;2;13
006;2008;07;3;207
006;2008;07;4;25
006;2008;07;5;221
006;2008;07;6;210
006;2008;07;7;133
006;2008;07;8;194
006;2008;07;9;77
006;2008;07;10;116
006;2008;07;11;104
006;2008;07;12;118
006;2008;07;13;161
006;2008;07;14;85
006;2008;07;15;158
006;2008;07;16;124
006;2008;07;17;84
006;2008;07;18;121
006;2008;07;19;117
006;2008;07;20;146
006;2008;07;21;244
006;2008;07;22;57
006;2008;07;23;68
006;2008;07;24;169
006;2008;07;25;196
006;2008;07;26;203
006;2008;07;27;184
006;2008;07;28;125
006;2008;07;29;185
006;2008;07;30;248
006;2008;07;31;72
006;2008;08;1;57
006;2008;08;2;99
006;2008;08;3;240
006;2008;08;4;44
006;2008;08;5;3
006;2008;08;6;20
006;2008;08;7;59
006;2008;08;8;112
006;2008;08;9;232
006;2008;08;10;165
006;2008;08;11;50
006;2008;08;12;141
006;2008;08;13;204
006;2008;08;14;163
006;2008;08;15;70
006;2008;08;16;15
006;2008;08;17;185
006;2008;08;18;163
006;2008;08;19;225
006;2008;08;20;179
006;2008;08;21;231
006;2008;08;22;202
006;2008;08;23;78
006;2008;08;24;115
006;2008;08;25;0
006;2008;08;26;101
006;2008;08;27;78
006;2008;08;28;151
006;2008;08;29;232
006;2008;08;30;159
006;2008;08;31;229
006;2008;09;1;245
006;2008;09;2;10
006;2008;09;3;185
006;2008;09;4;120
006;2008;09;5;211
006;2008;09;6;118
006;2008;09;7;240
006;2008;09;8;235
006;2008;09;9;236
006;2008;09;10;119
006;2008;09;11;36
006;2008;09;12;174
006;2008;09;13;34
006;2008;09;14;96
006;2008;09;15;161
006;2008;09;16;97
006;2008;09;17;133
006;2008;09;18;38
006;2008;09;19;233
006;2008;09;20;139
006;2008;09;21;33
006;2008;09;22;187
006;2008;09;23;163
006;2008;09;24;176
006;2008;09;25;125
006;2008;09;26;0
006;2008;09;27;178
006;2008;09;28;12
006;2008;09;29;220
006;2008;09;30;100
006;2008;10;1;77
006;2008;10;2;122
006;2008;10;3;84
006;2008;10;4;167
006;2008;10;5;59
006;2008;10;6;207
006;2008;10;7;24
006;2008;10;8;48
006;2008;10;9;90
006;2008;10;10;101
006;2008;10;11;181
006;2008;10;12;3
006;2008;10;13;179
006;2008;10;14;13
006;2008;10;15;183
006;2008;10;16;161
006;2008;10;17;224
006;2008;10;18;71
006;2008;10;19;33
006;2008;10;20;167
006;2008;10;21;218
006;2008;10;22;192
006;2008;10;23;159
006;2008;10;24;174
006;2008;10;25;244
006;2008;10;26;8
006;2008;10;27;183
006;2008;10;28;167
006;2008;10;29;142
006;2008;10;30;130
006;2008;10;31;194
006;2008;11;1;60
006;2008;11;2;88
006;2008;11;3;60
006;2008;11;4;22
006;2008;11;5;142
006;2008;11;6;21
006;2008;11;7;99
006;2008;11;8;229
006;2008;11;9;206
006;2008;11;10;87
006;2008;11;11;169
006;2008;11;12;63
006;2008;11;13;11
006;2008;11;14;187
006;2008;11;15;148
006;2008;11;16;162
006;2008;11;17;123
006;2008;11;18;15
006;2008;11;19;43
006;2008;11;20;3
006;2008;11;21;161
006;2008;11;22;232
006;2008;11;23;182
006;2008;11;24;239
006;2008;11;25;247
006;2008;11;26;59
006;2008;11;27;204
006;2008;11;28;62
006;2008;11;29;209
006;2008;11;30;70
006;2008;12;1;177
006;2008;12;2;68
006;2008;12;3;119
006;2008;12;4;203
006;2008;12;5;164
006;2008;12;6;246
006;2008;12;7;133
006;2008;12;8;226
006;2008;12;9;94
006;2008;12;10;227
006;2008;12;11;12
006;2008;12;12;44
006;2008;12;13;4
006;2008;12;14;109
006;2008;12;15;177
006;2008;12;16;17
006;2008;12;17;12
006;2008;12;18;22
006;2008;12;19;154
006;2008;12;20;198
006;2008;12;21;240
006;2008;12;22;77
006;2008;12;23;152
006;2008;12;24;70
006;2008;12;25;69
006;2008;12;26;184
006;2008;12;27;127
006;2008;12;28;76
006;2008;12;29;183
006;2008;12;30;5
006;2008;12;31;167
007;2008;01;1;156
007;2008;01;2;57
007;2008;01;3;27
007;2008;01;4;221
007;2008;01;5;5
007;2008;01;6;15
007;2008;01;7;43
007;2008;01;8;144
007;2008;01;9;187
007;2008;01;10;92
007;2008;01;11;28
007;2008;01;12;239
007;2008;01;13;24
007;2008;01;14;12
007;2008;01;15;193
007;2008;01;16;232
007;2008;01;17;120
007;2008;01;18;57
007;2008;01;19;233
007;2008;01;20;18
007;2008;01;21;103
007;2008;01;22;234
007;2008;01;23;205
007;2008;01;24;116
007;2008;01;25;139
007;2008;01;26;76
007;2008;01;27;153
007;2008;01;28;60
007;2008;01;29;54
007;2008;01;30;165
007;2008;01;31;111
007;2008;02;1;107
007;2008;02;2;216
007;2008;02;3;43
007;2008;02;4;233
007;2008;02;5;160
007;2008;02;6;215
007;2008;02;7;247
007;2008;02;8;175
007;2008;02;9;74
007;2008;02;10;61
007;2008;02;11;232
007;2008;02;12;67
007;2008;02;13;91
007;2008;02;14;155
007;2008;02;15;89
007;2008;02;16;206
007;2008;02;17;105
007;2008;02;18;1
007;2008;02;19;67
007;2008;02;20;86
007;2008;02;21;148
007;2008;02;22;65
007;2008;02;23;174
007;2008;02;24;245
007;2008;02;25;173
007;2008;02;26;123
007;2008;02;27;131
007;2008;02;28;200
007;2008;03;1;10
007;2008;03;2;196
007;2008;03;3;30
007;2008;03;4;27
007;2008;03;5;167
007;2008;03;6;17
007;2008;03;7;181
007;2008;03;8;30
007;2008;03;9;115
007;2008;03;10;77
007;2008;03;11;176
007;2008;03;12;158
007;2008;03;13;124
007;2008;03;14;22
007;2008;03;15;6
007;2008;03;16;236
007;2008;03;17;110
007;2008;03;18;81
007;2008;03;19;225
007;2008;03;20;184
007;2008;03;21;241
007;2008;03;22;59
007;2008;03;23;162
007;2008;03;24;47
007;2008;03;25;196
007;2008;03;26;153
007;2008;03;27;31
007;2008;03;28;222
007;2008;03;29;91
007;2008;03;30;196
007;2008;03;31;172
007;2008;04;1;238
007;2008;04;2;239
007;2008;04;3;240
007;2008;04;4;134
007;2008;04;5;5
007;2008;04;6;96
007;2008;04;7;157
007;2008;04;8;56
007;2008;04;9;192
007;2008;04;10;216
007;2008;04;11;31
007;2008;04;12;199
007;2008;04;13;202
007;2008;04;14;197
007;2008;04;15;123
007;2008;04;16;238
007;2008;04;17;115
007;2008;04;18;55
007;2008;04;19;236
007;2008;04;20;227
007;2008;04;21;78
007;2008;04;22;89
007;2008;04;23;204
007;2008;04;24;170
007;2008;04;25;21
007;2008;04;26;105
007;2008;04;27;49
007;2008;04;28;236
007;2008;04;29;89
007;2008;04;30;90
007;2008;05;1;236
007;2008;05;2;172
007;2008;05;3;82
007;2008;05;4;88
007;2008;05;5;144
007;2008;05;6;76
007;2008;05;7;20
007;2008;05;8;110
007;2008;05;9;12
007;2008;05;10;43
007;2008;05;11;228
007;2008;05;12;33
007;2008;05;13;246
007;2008;05;14;188
007;2008;05;15;191
007;2008;05;16;205
007;2008;05;17;148
007;2008;05;18;212
007;2008;05;19;180
007;2008;05;20;179
007;2008;05;21;201
007;2008;05;22;95
007;2008;05;23;122
007;2008;05;24;207
007;2008;05;25;225
007;2008;05;26;75
007;2008;05;27;224
007;2008;05;28;0
007;2008;05;29;99
007;2008;05;30;149
007;2008;05;31;70
007;2008;06;1;72
007;2008;06;2;88
007;2008;06;3;107
007;2008;06;4;170
007;2008;06;5;147
007;2008;06;6;108
007;2008;06;7;154
007;2008;06;8;112
007;2008;06;9;54
007;2008;06;10;134
007;2008;06;11;119
007;2008;06;12;32
007;2008;06;13;184
007;2008;06;14;162
007;2008;06;15;183
007;2008;06;16;51
007;2008;06;17;120
007;2008;06;18;153
007;2008;06;19;134
007;2008;06;20;220
007;2008;06;21;241
007;2008;06;22;223
007;2008;06;23;121
007;2008;06;24;209
007;2008;06;25;25
007;2008;06;26;6
007;2008;06;27;23
007;2008;06;28;169
007;2008;06;29;176
007;2008;06;30;4
007;2008;07;1;150
007;2008;07;2;199
007;2008;07;3;5
007;2008;07;4;6
007;2008;07;5;101
007;2008;07;6;243
007;2008;07;7;192
007;2008;07;8;104
007;2008;07;9;238
007;2008;07;10;65
007;2008;07;11;144
007;2008;07;12;49
007;2008;07;13;197
007;2008;07;14;87
007;2008;07;15;204
007;2008;07;16;116
007;2008;07;17;134
007;2008;07;18;60
007;2008;07;19;248
007;2008;07;20;205
007;2008;07;21;144
007;2008;07;22;228
007;2008;07;23;220
007;2008;07;24;248
007;2008;07;25;85
007;2008;07;26;48
007;2008;07;27;236
007;2008;07;28;103
007;2008;07;29;81
007;2008;07;30;122
007;2008;07;31;183
007;2008;08;1;105
007;2008;08;2;2
007;2008;08;3;76
007;2008;08;4;111
007;2008;08;5;184
007;2008;08;6;195
007;2008;08;7;150
007;2008;08;8;115
007;2008;08;9;156
007;2008;08;10;249
007;2008;08;11;57
007;2008;08;12;180
007;2008;08;13;31
007;2008;08;14;241
007;2008;08;15;161
007;2008;08;16;17
007;2008;08;17;187
007;2008;08;18;189
007;2008;08;19;192
007;2008;08;20;45
007;2008;08;21;245
007;2008;08;22;81
007;2008;08;23;141
007;2008;08;24;102
007;2008;08;25;46
007;2008;08;26;132
007;2008;08;27;51
007;2008;08;28;9
007;2008;08;29;45
007;2008;08;30;57
007;2008;08;31;137
007;2008;09;1;166
007;2008;09;2;214
007;2008;09;3;62
007;2008;09;4;206
007;2008;09;5;60
007;2008;09;6;90
007;2008;09;7;187
007;2008;09;8;147
007;2008;09;9;53
007;2008;09;10;8
007;2008;09;11;235
007;2008;09;12;128
007;2008;09;13;213
007;2008;09;14;214
007;2008;09;15;28
007;2008;09;16;186
007;2008;09;17;99
007;2008;09;18;113
007;2008;09;19;207
007;2008;09;20;191
007;2008;09;21;127
007;2008;09;22;60
007;2008;09;23;200
007;2008;09;24;219
007;2008;09;25;3
007;2008;09;26;228
007;2008;09;27;205
007;2008;09;28;42
007;2008;09;29;221
007;2008;09;30;170
007;2008;10;1;47
007;2008;10;2;229
007;2008;10;3;202
007;2008;10;4;92
007;2008;10;5;22
007;2008;10;6;211
007;2008;10;7;88
007;2008;10;8;56
007;2008;10;9;198
007;2008;10;10;217
007;2008;10;11;38
007;2008;10;12;49
007;2008;10;13;207
007;2008;10;14;0
007;2008;10;15;158
007;2008;10;16;35
007;2008;10;17;41
007;2008;10;18;195
007;2008;10;19;132
007;2008;10;20;60
007;2008;10;21;42
007;2008;10;22;206
007;2008;10;23;150
007;2008;10;24;178
007;2008;10;25;245
007;2008;10;26;117
007;2008;10;27;69
007;2008;10;28;178
007;2008;10;29;76
007;2008;10;30;85
007;2008;10;31;7
007;2008;11;1;133
007;2008;11;2;93
007;2008;11;3;149
007;2008;11;4;40
007;2008;11;5;120
007;2008;11;6;19
007;2008;11;7;225
007;2008;11;8;184
007;2008;11;9;136
007;2008;11;10;68
007;2008;11;11;180
007;2008;11;12;45
007;2008;11;13;65
007;2008;11;14;197
007;2008;11;15;177
007;2008;11;16;35
007;2008;11;17;185
007;2008;11;18;138
007;2008;11;19;25
007;2008;11;20;207
007;2008;11;21;92
007;2008;11;22;12
007;2008;11;23;11
007;2008;11;24;48
007;2008;11;25;240
007;2008;11;26;247
007;2008;11;27;37
007;2008;11;28;103
007;2008;11;29;210
007;2008;11;30;104
007;2008;12;1;40
007;2008;12;2;100
007;2008;12;3;41
007;2008;12;4;221
007;2008;12;5;57
007;2008;12;6;74
007;2008;12;7;52
007;2008;12;8;122
007;2008;12;9;79
007;2008;12;10;121
007;2008;12;11;14
007;2008;12;12;133
007;2008;12;13;227
007;2008;12;14;127
